user,profession,tweet
@TomCruise,Actor,We'll check. ;) -TeamTC @sweber25. Does anyone have a men's top gun costume they aren't using tonight that I could either borrow or buy??
@TomCruise,Actor,"Ok, who's hanging out with us in costume?!?!? We want pics! -TeamTC #HappyHalloween"
@TomCruise,Actor,"There are some very ""risky"" pics in this year's Tom Cruise character costumes, 'Joel' would be proud http://bit.ly/TCHalloween2013 #HappyHalloween"
@TomCruise,Actor,Congrats to Neesah E.! She was randomly selected to win the Tom Cruise autographed #Oblivion Baseball cap drawing! Thx2All who tried for it!
@TomCruise,Actor,"No word yet! Watch here & @ChrisMcQuarrie @DianaHollins What's the word on casting of MI5?  Cast of MI4 returning?  News, please.  #excited"
@TomCruise,Actor,"Ya think? Guys? @Colin_Rice So, if my calculations are correct, Ethan will have short hair in this one? #shortlongshortlong #pattern #MI5"
@TomCruise,Actor,"June 6th, 2014! -TeamTC @CynIfie I hope am almost right 2 say #EOT is bout 63% loading & comin out soon cos sum of us can't wait :-)"
@TomCruise,Actor,TU4UR service! -TeamTC @3m3ri3bbygirl your awesome! Top gun was my inspiration to go into the navy thank you so much!
@TomCruise,Actor,"Sad cause' U didn't win the hat? We said we had ANOTHER Oblivion hat autographed by Tom Cruise, didn't we?;) -TeamTC"
@TomCruise,Actor,URule-TeamTC “@Codename_Rainne: @TomCruise check out my new coffee mug! Front and back view :) Pour some sugar on me
@TomCruise,Actor,"No shoes, socks! Of course! -TeamTC @TenaKras WHAT SHOES DO YOU WEAR WITH THE RISKY BUSINESS COSTUME?!?!?!"
@TomCruise,Actor,"Permission to buzz tower, granted. -TeamTC @Taylorjsully19 Halloween costume in, going to be maverick from top gun"
@TomCruise,Actor,"But WAIT, we forgot to mention we have ANOTHER #Oblivion hat autographed by Tom Cruise! Watch for details;) -TeamTC"
@TomCruise,Actor,You guys are amazing...Tom Cruise has the great fans in the world! You are soooo much fun to interact with! #HUGEPROPS2U! -TeamTC
@TomCruise,Actor,4 year old Sruli NAILS the speech from 'A Few Good Men' - He CAN handle the truth! -TeamTC
@TomCruise,Actor,"Thank you for your support, Tomo! -TeamTC @Tomo8910J I've watched my dear Tom's movies 30 years! Love you & your work"
@TomCruise,Actor,6 days to go until we pick the #Oblivion hat winner! Sign up for your chance here! http://bit.ly/TCOblivionHat1 -TeamTC
@TomCruise,Actor,THAT was COMIC-CON! http://bit.ly/ComicConEOT @moco07362 Good morning From japan Moco♥ #SuperFans Love Tom Cruise
@TomCruise,Actor,"We had a TC costume contest once, whadda ya think, should we this year? @Codename_Rainne @Noemi_CTJ TeamTC, R U dressing up for Halloween?"
@TomCruise,Actor,"Wishing U a speedy recovery! @Hayley_Gowen Really not feeling well tonight, headaches & pains! Any chance of any #TeamTC @TomCruise hugs?"
@TomCruise,Actor,No word yet but you guys will be the 1st to know! @srcbean Tom & Chris tell us when MI5 pre-production... will it be??!! Boom! Cool!! Thx!
@TomCruise,Actor,"Ok, your turn...who can come up with the coolest ASCII Twitter line art inspired by a Tom Cruise movie? A prize awaits! -TeamTC"
@TomCruise,Actor,"Super RARE Tom Cruise Autographed #Oblivion hat, 1of2-how you can try for it! http://bit.ly/TCOblivionHat1 #TCOblivionHat1"
@TomCruise,Actor,Exclusive War of the Worlds Tom Cruise Wallpaper - Help Ray save humanity! http://bit.ly/WarOfTheWorldsWallpaper1 -TeamTC
@TomCruise,Actor,"TU! AWESOME ani-gif! @TCfanbox Whenever there's bad guys like you around, Roy's not too far away."
@TomCruise,Actor,I’m taking a quick break from filming to tell you the best way to watch Mission: Impossible Fallout (or any movie you love) at home
@TomCruise,Actor,Thank you to everyone who supported Mission: Impossible Fallout in theaters. We have been working on extras and behind the scenes footage and I’m excited to announce that it will be released on digital on November 20 and Blu-ray on December 4.
@TomCruise,Actor,"Prepare for the biggest, boldest stunts yet. Get a sneak peek of #MissionImpossible Fallout. In theatres 7.27.18."
@TomCruise,Actor,"Thank you, Seoul for such a warm welcome! #MissionImpossible Fallout"
@TomCruise,Actor,"Thank you, Paris! What an amazing time at the World Premiere of #MissionImpossible Fallout."
@TomCruise,Actor,"Paris, I can't wait to celebrate your city with you on July 12th for the Global Premiere of #MissionImpossible"
@TomCruise,Actor,A full year in the making. Check out how we did it. #MissionImpossible Fallout
@TomCruise,Actor,It was an honor to be recognized at #CinemaCon last night with the Pioneer of the Year award by the Will Rogers Motion Picture Pioneers Foundation - an organization that does so much for so many.
@TomCruise,Actor,Thank you to everyone in Abu Dhabi for the amazing help and cooperation. Our filming here continues to be a wonderful experience.
@TomCruise,Actor,I've always wanted to do a sequence like this. Here's a look at the helicopter stunt from #MissionImpossible
@TomCruise,Actor,Who’s excited for the full featurette tomorrow? #MissionImpossible
@TomCruise,Actor,#MissionImpossible trailer drops later today. I’m so excited for you all to see it.
@TomCruise,Actor,"Your mission, should you choose to accept it: Retweet to be one of the first to see the new @MissionFilm Fallout trailer this Sunday. #MissionImpossible"
@TomCruise,Actor,"ind out more about the man behind American Made, Barry Seal. He truly looked at his life as an adventure."
@TomCruise,Actor,Thank you to the amazing people of New Zealand! I've had a great time filming the next Mission: Impossible here.
@TomCruise,Actor,It was great working with @RussellCroweon #TheMummy (even though we were kicking each other's ass).
@TomCruise,Actor,Join me and @JKCorden on the Cruise Ship this Wednesday on the @LateLateShow.#LateLateLondon
@TomCruise,Actor,What an amazing crowd in Taiwan! Thank you for such a warm welcome. #TheMummy
@TomCruise,Actor,I'm so grateful to this cast and our director for making The Mummy such an unforgettable experience.
@TomCruise,Actor,I'm so grateful to this cast and our director for making The Mummy such an unforgettable experience.Can't thank you guys enough for coming out today. I hope you enjoy The Mummy.
@TomCruise,Actor,"Here it is, the final trailer for The Mummy. Enjoy."
@TomCruise,Actor,You don't want to miss The Mummy Day. We have a few surprises for you.
@TomCruise,Actor,Be careful opening those things.
@TomCruise,Actor,It was a privilege working with this cast. I can't wait for you guys to see @TheMummy
@TomCruise,Actor,"On June 9, #TheMummy will be awoken. Check out the new trailer."
@TomCruise,Actor,"I have something special for my fans today - an exclusive behind-the-scenes peek at my new movie, #TheMummy."
@TomCruise,Actor,Check out the first trailer for #TheMummy. I’m excited for you to see this new world of gods and monsters.
@TomCruise,Actor,I’m excited to help bring #TheMummy to life. I can’t wait for you guys to see the full trailer Sunday.
@TomCruise,Actor,I hope you are all enjoying Jack Reacher: Never Go Back this weekend.
@TomCruise,Actor,Thanks for the support. I’m glad you liked it!
@TomCruise,Actor,Thanks man. These movies are so much fun to make.
@TomCruise,Actor,A big thank you to the artists who have been inspired by #JackReacherMovie. Never stop creating.
@TomCruise,Actor,"If you love Jack Reacher, I hope you enjoy this cool poster. "
@TomCruise,Actor,How has my character evolved from the first #JackReacher film? #AskLee
@TomCruise,Actor,"Jack Reacher: Never Go Back is almost here. To hold you over, here's a new trailer. #JackReacherMovie"
@TomCruise,Actor,The adventure gets bigger. Jack Reacher: Never Go Back will be in IMAX on October 21.
@TomCruise,Actor,You were a badass. We made a great team.
@TomCruise,Actor,Jack’s coming back. Check out the full trailer tomorrow.
@TomCruise,Actor,Paramount found six real-life Ethan Hunts and challenged them to live up to their name. Welcome to the IMF.
@TomCruise,Actor,I wanted to extend a special thank you to everyone who helped make #MissionImpossible a huge success. See it again today on DVD.
@TomCruise,Actor,Thank you to all my fans who saw Mission: Impossible Rogue Nation in theaters. Happy to announce it will be out on Blu-ray/DVD December 15.
@TomCruise,Actor,"Mission: Impossible Rogue Nation opens tomorrow in Japan - Friday, Aug.7th. Complete the Mission with me. #MIJP"
@TomCruise,Actor,Go rogue: Follow MissionMovie on Snapchat NOW for your next mission briefing. #MissionImpossible
@TomCruise,Actor,The stunts look real because they ARE real. Experience #MissionImpossible Rogue Nation in theaters tonight.
@TomCruise,Actor,I had a blast!
@TomCruise,Actor,We’re just 6 days away. #MissionImpossible
@TomCruise,Actor,How’s this for a #TBT? You haven’t seen anything yet. One week until #MissionImpossible.
@TomCruise,Actor,Join me for the #MissionImpossible world premiere in Vienna this time tomorrow via @YahooMoviesUK live stream.
@TomCruise,Actor,Thank you to everyone in Georgia who has been so welcoming as Doug Liman and I shoot our next film.
@TomCruise,Actor,It's handled.
@TomCruise,Actor,"This was an amazing view, but you haven’t seen anything yet. #MissionImpossible #TBT"
@TomCruise,Actor,Behind the scenes of #MissionImpossible III with the great J.J. Abrams. #TBT
@TomCruise,Actor,My team and I have been hard at work on #MissionImpossible Rogue Nation. I'm very excited to share our first trailer.
@TomCruise,Actor,"Sorry I can't make it to Austin this week, but I hope audiences enjoy the @Drafthouse ""Cruise Control"" marathon"
@TomCruise,Actor,I always feel so welcome here. Thanks to all my fans in Japan for an amazing time.
@TomCruise,Actor,"I’m kicking off the All You Need Is Kill tour through Japan at Dotonbori River at 9:30am. Hey, Osaka - come find me when you wake up!"
@rogerfederer,Athelete,"You are the man Marcos, You have been so great for Tennis. Thank you from a fan. RF"
@rogerfederer,Athelete,On the move with Joe Enjoyed 73 questions‼️
@rogerfederer,Athelete,Let’s goooo.
@rogerfederer,Athelete,Good to be 10 again 
@rogerfederer,Athelete,"Home away from, great to be back in Halle, playing for the 17th time. "
@rogerfederer,Athelete,"Still hearing the chants French open crowds, thank you. I will be forever grateful for your incredible support this year. Merci!"
@rogerfederer,Athelete,"Yep I know, A day off"
@rogerfederer,Athelete,social media is a funny place
@rogerfederer,Athelete,I tried but messed up by tagging the correct one.I think anyhow
@rogerfederer,Athelete,"What a crowd, wow! "
@rogerfederer,Athelete,Walking into the weekend like...
@rogerfederer,Athelete,The greatest showman. Thanks for coming to🇨🇭@RealHughJackman.It was great to see you 
@rogerfederer,Athelete,I had to take the tough decision this morning to pull out of the Italian Open as I am not feeling 100% physically. The fan reaction and crowd energy during my matches yesterday remind me exactly why I am still competing on the ATP Tour.
@rogerfederer,Athelete,Nervous is my new favorite word…. nervioso
@rogerfederer,Athelete,It went out of the stadium FYI just to be sure
@rogerfederer,Athelete,"I am not sure about that, I was a little nervoso "
@rogerfederer,Athelete,Great game today vs @Gael_Monfils Thank you fans for the special atmosphere here in Madrid
@rogerfederer,Athelete,"Sad we couldn’t face off in another epic matchup, but hopefully we have a few more to come. Get better soon Rafa."
@rogerfederer,Athelete,This is me entering the SpideRFerse
@rogerfederer,Athelete,"Thanks La Monf aka Sliderman, Always a fun practice with you."
@rogerfederer,Athelete,just a few guys and a boat in a car
@rogerfederer,Athelete,Happy to join!
@rogerfederer,Athelete,Made it to 100!Thank you for all your support 
@rogerfederer,Athelete,Will I see you tomorrow in Geneva? 
@rogerfederer,Athelete,Was a good practice indeed. Thanks for the hit. Happy birthday 
@rogerfederer,Athelete,Well done on a phenomenal tournament
@rogerfederer,Athelete,Thank you for all the love from the RFans in Shanghai today!
@rogerfederer,Athelete,Respect Mikhail.Wonderful career
@rogerfederer,Athelete,"We don't always take selfies together, but when we do, we keep it classy #TeamEurope2018"
@rogerfederer,Athelete,We are here Chicago! Let’s rock n roll guys!#TeamEurope #Zverev
@rogerfederer,Athelete,"That was fun @andyroddick, Thanks for the amazing Texas hospitality. You and your @theARFoundation are doing amazing things for the kids in Austin, Texas."
@rogerfederer,Athelete,"Nice to see you @andyroddick, Happy to be in Austin Texas, @theARFoundation"
@rogerfederer,Athelete,Am I strong or Rafa extremely light?
@rogerfederer,Athelete,Congratulations to @nschurter for winning the Mountain Biking championships in Lenzerheide. You're the best
@rogerfederer,Athelete,There's no reason to take a year off for an event this special. Excited for @LaverCupto become annual!
@rogerfederer,Athelete,"Made it back home on time to watch 🇨🇭 vs 🇧🇷 .Great effort team Switzerland, Good luck Brazil for the rest of the way"
@rogerfederer,Athelete,So happy! Thank you Stuttgart
@rogerfederer,Athelete,I enjoyed your beautiful country and meeting the amazing people here. Hope to return soon with the @rogerfedererfdn
@rogerfederer,Athelete,Loved being in Chicago and can’t wait to return for the @LaverCup in September... Hope you can join me there. Tickets going on sale tomorrow!! Get em quick 
@rogerfederer,Athelete,Good Morning Chicago! The countdown to the #LaverCup 2018 starts here! Follow the action live on Twitter and Periscope @LaverCup
@rogerfederer,Athelete,17-0! So thrilled to have fought my way into the finals at @BNPPARIBASOPEN
@rogerfederer,Athelete,Can’t wait to visit #Chicago for the first time next week. What shall I do while I am in town? #LaverCup 
@rogerfederer,Athelete,Gotta stay on your toes
@rogerfederer,Athelete,Was great to sit down with @BillGates and @SavannahGuthrie to talk about why #MatchforAfrica is so important to us. Looking forward to tonight!
@rogerfederer,Athelete,Excited to be heading to Monaco for the @LaureusSport Awards! Good luck to all the Nominees see you next week #Laureus18
@rogerfederer,Athelete,Thank you Rotterdam! You broke the record for attendance.. 120k people! It was an amazing atmosphere
@rogerfederer,Athelete,"It's been a long road, and sometimes windy, but feels surreal to be back at the top. I'm just happy to be healthy and playing tennis every day"
@rogerfederer,Athelete,Apparently I'm the oldest tennis player with a #1️ ranking. Somebody might have mentioned that to me already but I had a hard time hearing
@rogerfederer,Athelete,hank you to all the amazing fans who greeted me and Norman
@rogerfederer,Athelete,"Thank you Australia for the support, the passion and all the epic memories. Can't wait until next year. #RF20 #ausopen #Norman #readyforsomerest"
@rogerfederer,Athelete,My first moment reunited with the family & team after last night #RF20
@rogerfederer,Athelete,Going to sleep well tonight. Thank you to everyone for the love and support. It means more than I could possible describe
@rogerfederer,Athelete,"I noticed the ball went out but yes, very intimidating @SavannahGuthrie @BillGatesand I will be ready with our game faces"
@rogerfederer,Athelete,enjoyed my match in outer space yesterday
@rogerfederer,Athelete,Post match smolderview
@rogerfederer,Athelete,Great to see you back
@rogerfederer,Athelete,"Being back on Rod Laver Arena was so nice after last year, Thank you "
@rogerfederer,Athelete,Great match Super partner
@rogerfederer,Athelete,"Happy new year from Perth everyone, 2017 was unreal. 2018 here we come"
@rogerfederer,Athelete,1h practice from 5-6pm
@rogerfederer,Athelete,"Great to be back in Perth, See you tomorrow at 5pm"
@rogerfederer,Athelete,"Congratulations on coach of the year in Switzerland 🇨🇭, So well deserved, lucky to have you on my team. You’ve been a rock in my corner for years."
@rogerfederer,Athelete,So honored to have won this award. Sharing this with my entire team.. I wouldn’t be where I am and who I am without them. Thank you.
@rogerfederer,Athelete,Honored to be nominated for the @CreditSuisse Swiss Sports person of 2017 
@rogerfederer,Athelete,Gym time
@rogerfederer,Athelete,"Words can’t possibly describe this incredible moment for this club, wow!!!!  Congrats to the team"
@rogerfederer,Athelete,Great to see you back on court @andy_murray.. thanks for having me in Glasgow
@rogerfederer,Athelete,In Glasgow for the evening to play in @andy_murray’s charity match. Scotland is beautiful even from the air!
@rogerfederer,Athelete,What a wild week here in Shanghai. Thanks to all the fans and the tournament and staff for making it so special 
@rogerfederer,Athelete,We’re already scheming against #TeamWorld for @lavercup in Chicago
@rogerfederer,Athelete,Good night everybody. Had such a blast today at #LaverCup. Thank you to all the fans who came to support. See you tomorrow!
@rogerfederer,Athelete,I could get used to playing on the same side of the net as @RafaelNadal
@rogerfederer,Athelete,I hung out with @complex's @JLaPuma to talk about my passion for sneakers and my @JumpMan23 collaboration
@rogerfederer,Athelete,Had fun practicing at the John McEnroe academy today in NYC 
@rogerfederer,Athelete,"If you’re interested in the great work that the RF foundation is doing, please follow @rogerfedererfdn!"
@rogerfederer,Athelete,"He's named after Arthur Gore, who won @wimbledonin (19)0(8)"
@rogerfederer,Athelete,Huge congrats to @andyroddick and @Clijsterskim for their induction to the hall of fame today #legends
@rogerfederer,Athelete,On my way to the @Wimbledon champions dinner
@rogerfederer,Athelete,Always happy to be back at #Wimbledon! @Wimbledon will be live-streaming my practice today at 11am BST. Tune in here to watch me hit!
@rogerfederer,Athelete,#Fbf to Match for Africa 4 Seattle last month! What an unbelievable event- thanks to everyone who made it possible!
@rogerfederer,Athelete,"Unfortunately, I won't be playing  @rolandgarros this year. I'll miss my fans in France, but appreciate your support"
@rogerfederer,Athelete,Wow great game.Congratulation team
@rogerfederer,Athelete,"First: center myself, contemplate and prepare #metgala"
@rogerfederer,Athelete,Shoutout to @JohnIsner for helping make Match for Africa a success last night in Seattle 
@rogerfederer,Athelete,Big thanks to @BillGates for the warm welcome to Seattle and for being so supportive of me and the RF Foundation
@rogerfederer,Athelete,MFA3 is in Zürich 🇨🇭 April 10 vs @andy_murray.MFA4 is in Seattle 🇺🇸 April 29 vs @JohnIsner. All benefiting the RF Found
@rogerfederer,Athelete,Some fans have no respect...
@rogerfederer,Athelete,"Desert night, under light, great fight"
@rogerfederer,Athelete,"My fans have always been a huge source of motivation, especially through tough times. Thanks so much for your support, #18 was for all of us"
@rogerfederer,Athelete,"Goodbye and thank you for welcoming me Prague. See you in 213 days, 16 hours and 20 minutes for the inaugural @LaverCup"
@rogerfederer,Athelete,I’m coming to Prague next week. What should I visit while I’m in town? @lavercup #LaverCup
@rogerfederer,Athelete,I've got 2 pairs of tix to my match today. First fans to get to cross st of King & Murray & say password "bongo" to my mates gets them. Go!
@rogerfederer,Athelete,Thank you to the six thousand fans that showed up to watch my practice at
@rogerfederer,Athelete,Are you excited for today's LIVE broadcast of my practice followed by #AskRF? Tune in on Periscope @ 2pm Dubai time (10am GMT)! 
@rogerfederer,Athelete,I missed seeing you all in the second half of 2016. But hopefully you can join one of my last practices in 2016 LIVE before 2017 kicks off!
@rogerfederer,Athelete,"As a special thanks to my fans who’ve been supporting me, on Thur 22nd @ 2pm Dubai, I'll broadcast my practice LIVE on Twitter & Periscope"
@rogerfederer,Athelete,We're celebrating the 13th anniversary of the RF Foundation
@rogerfederer,Athelete,Joined @RafaelNadal at the opening of his Academy. We'll share a lifetime of memories from the court. Wouldn't miss this one off the court
@rogerfederer,Athelete,"I’ll miss playing this fall but will be back to Switzerland with Match for Africa 3 on Apr 10, 2017,playing 2x Olympic champion @andy_murray"
@rogerfederer,Athelete,Can't believe it's been 15 years today.  Still my favorite match of all time.
@BillGates,Businessman,Four billion people are at risk from mosquito-borne diseases. We can get that number down to zero if we invest in new tools — like a set of techniques for genetically modifying mosquitoes — to complement the ones we already have.
@BillGates,Businessman,I learned a lot from Washington State Teacher of the Year @_MrHand about creating a classroom where kids want to be (and he taught me how to make BBQ chicken).
@BillGates,Businessman,"Melinda and I are big fans of @DonorsChoose, and we were thrilled to learn that @WKamauBell is, too. Today, when you support teachers as they prepare to go back to school, your donation will get a 50% boost from our foundation"
@BillGates,Businessman,"When teachers have the right tools, there’s no telling where it will take them. Today, when you give to @DonorsChoose, @gatesfoundation will boost your donation by 50%. I hope you’ll join us in supporting teachers"
@BillGates,Businessman,Being poor isn’t cheap. It’s hundreds of times more expensive to use charging stations than it is to charge a phone at home. That’s just one of the hidden costs of unreliable electricity
@BillGates,Businessman,"Whenever I want to understand something better, I pick up a book."
@BillGates,Businessman,There is no question that reliable electricity unlocks a better life for people. But can we power the world without contributing to climate change? I think we can
@BillGates,Businessman,"Think back to the last time you experienced a power outage. If you live in New York, you don’t have to think that far back! Now imagine what it would be like not to have access to electricity at all. Nearly one billion people face that reality every day."
@BillGates,Businessman,"Five years ago, India was declared polio-free. This incredible milestone was made possible by the health workers, governments, partners, and donors who didn’t rest until every child was reached. I can’t wait to see what India achieves next."
@BillGates,Businessman,It's hard to overstate how important finding a better diagnostic is for fighting #Alzheimers. That’s why I’m investing in new ideas for easier and more accurate diagnosis of the disease.
@BillGates,Businessman,"I usually wait until the end of the year to share good news that you might have missed, but I couldn’t resist sharing this list from @PositiveNewsUK(check out #14!). Which story has inspired you the most so far this year?"
@BillGates,Businessman,Can you imagine an aircraft engine in your car? The @ARPAE.Summit is one of the coolest places to learn about new energy tech. The @btenergy team came back with lots of new ideas and insights from this year’s event.
@BillGates,Businessman,The people who will suffer most from climate change are the ones least responsible for it.
@BillGates,Businessman,What political and economic changes are needed to address climate change? 
@BillGates,Businessman,Last year @GatesUS invested $92 million in networks of schools that are working together to improve student outcomes. Here’s an update on the progress we’ve made in the first year of the program 
@BillGates,Businessman,I recently wrote about how people with tech skills can find fascinating problems to work on in global health and development. I was excited to come across this @techreview article about African machine learning researchers who are already doing just that.
@BillGates,Businessman,"Nearly one billion malaria cases have been prevented since 2000, but infection rates have plateaued or even increased in some areas. @axios explains how we can #StepUptheFight and end the disease for good."
@BillGates,Businessman,Nuclear power is the second-largest source of low-carbon electricity in the world — but its growth is slowing down. This important @IEA report outlines how countries can support existing reactors and advance nuclear innovation.
@BillGates,Businessman,"This is the teletype that brought Paul Allen and me together. And I’m so glad that it did. Paul was one of the most thoughtful, brilliant, and curious people I’ve ever met"
@BillGates,Businessman,"Today’s commitment by @theresa_may to #StepUpTheFight against AIDS, TB and malaria will help save millions of lives. @GlobalFund is one of the best investments the world can make in the years ahead"
@BillGates,Businessman,My friendship with Paul Allen changed my life. I loved sharing some of my favorite stories about him (and a few old photos!) at the Forbes Philanthropy Summit yesterday
@BillGates,Businessman,Few inventions have changed our lives as much as the battery. I’m excited that more inventors and investors are being attracted to the quest to build a better one.
@BillGates,Businessman,"it’s great to see such early support from Japan in re-committing to the @GlobalFund. The support of @AbeShinzo and the Japanese people will help the world #StepUpTheFight against AIDS, TB, and malaria."
@BillGates,Businessman,"I’m excited about the progress we’re making toward understanding Alzheimer’s. For the first time, @MIT researchers have completed an analysis of the genes that are expressed in individual brain cells of Alzheimer’s patients."
@BillGates,Businessman,"I learned what’s possible in agriculture from studying a remarkable scientist named Norman Borlaug. If you’re curious about Borlaug and his breakthroughs, I recommend this article and a book called “The Man Who Fed the World.”"
@BillGates,Businessman,"If you have the willingness to learn about a problem and the talent to help solve it, you can make a remarkable difference in the world."
@BillGates,Businessman,Fighting disease is like fighting fire. It’s not enough to put out most of it — you have to get it all.@Rotary’s generous pledge to the Global Polio Eradication Initiative will help us extinguish this terrible disease for good.
@BillGates,Businessman,"The fight against malaria is one of the greatest success stories in global health — but progress has slowed in recent years. To regain momentum, we must work together to combat drug and insecticide resistance."
@BillGates,Businessman,"I was moved by this story: Bob’s daughter has Down syndrome, which puts her at a higher risk for dementia. Motivated by her condition and his love of science, he volunteered for an #Alzheimers clinical trial."
@BillGates,Businessman,Our foundation’s Day of Caring is one of my dad’s favorite days of the year. I know he can’t wait to hear what our employees learn from our partners this year.
@BillGates,Businessman,"I’m always amazed by the disconnect between what we see in the news and the reality of the world around us. As my late friend Hans Rosling would say, we must fight the fear instinct that distorts our perspective"
@BillGates,Businessman,I’m thrilled about the elimination of malaria from Algeria and Argentina. This news gives me hope that we’ll one day get rid of the disease forever.
@BillGates,Businessman,A powerful call to action from @angienguku on the eve of #WD2019. @melindagates and I are impatient for every mother to have access to high-quality maternal care.
@BillGates,Businessman,"Identifying candidates for clinical trials more quickly is essential in the fight against Alzheimer’s. That’s why I’m excited about reliable, affordable, and easy-to-use diagnostic tools like blood tests."
@BillGates,Businessman,Breakthrough Energy Ventures – Europe will be a catalyst for innovative solutions to fight climate change. We have the resources to make a meaningful difference and the flexibility to move quickly. That’s a rare and powerful combination.
@BillGates,Businessman,"We need the collective effort of governments, individuals, and the private sector to tackle climate change. I’m excited about Canada’s new partnership with @btenergy. #CEMMI2019"
@BillGates,Businessman,"This is great news: wind and solar power generation is expanding at record rates, allowing more people to get their electricity from renewable sources than ever before. Here’s how we can move even faster towards a zero-carbon future"
@BillGates,Businessman,"Together, we can achieve what @Rotary first envisioned: a world where no child will be struck with polio ever again. This weekend, I was honored to thank @RotaryRassin and other Rotarians in person for their dedication to the fight against polio."
@BillGates,Businessman,It is surprisingly hard to store renewable energy. 
@BillGates,Businessman,"This fascinating #dataviz looks at how the global population pyramid is changing. With the right investments in health and education, young people at the bottom of the pyramid will drive tremendous growth and innovation."
@BillGates,Businessman,What does a “dirt detective” do for a living? I’m eager to watch this talk from soil scientist Asmeret Asefaw Berhe about how we can use soil to fight climate change.
@BillGates,Businessman,The promise and perils of gene-editing might be the most important public debate we haven’t been having widely enough. I encourage you to read up on it whenever you have a chance. This @TheEconomist piece is a great place to start.
@BillGates,Businessman,Gene drive is a technique where you give a few mosquitoes an edited gene and it drives itself into all their offspring. It could one day help us defeat diseases like malaria
@BillGates,Businessman,I’m proud that @Microsoft is one of the many companies taking action to fight climate change and excited about its leadership in using AI to accelerate progress on these challenges.
@BillGates,Businessman,"When Paul and I founded @Microsoft together, we were confident that computers would change the world. But we never could have imagined how much fun we would have along the way."
@BillGates,Businessman,I’m thrilled that senators from both sides of the aisle have come together to support advanced nuclear. This is exactly the kind of leadership our country needs to both solve the climate challenge and reassert our leadership in this important industry.
@BillGates,Businessman,"Nuclear energy is one of these critical technologies. It’s ideal for dealing with climate change, because it is the only carbon-free, scalable energy source that’s available 24 hours a day."
@BillGates,Businessman,"To prevent the worst effects of climate change, we need to reach near-zero emissions on all the things that drive it—agriculture, electricity, manufacturing, transportation, and buildings—by investing in innovation across all sectors while deploying low cost renewables."
@BillGates,Businessman,Medical advances should be available to everyone who needs them. That’s why I’m excited about an inexpensive blood test that could help doctors predict if a baby will be born prematurely. This information would undoubtedly save lives.
@BillGates,Businessman,"I was lucky to be a young person when the digital revolution was just getting under way, and my Microsoft colleagues and I had the chance to help shape it. Celebrating #Web30 leaves me feeling nostalgic about 1995."
@BillGates,Businessman,"Tomorrow is #IWD2019 — a day when we celebrate the progress made by and for women. To celebrate, @melindagates is sharing a chapter from her new book, “The Moment of Lift,” about the lessons she’s learned from women around the world."
@BillGates,Businessman,"By embracing data, research, and community, schools have an opportunity to help students succeed in high school, college, and beyond."
@BillGates,Businessman,"Everything I’ve learned about Leonardo da Vinci leads me to believe he was one of the most innovative thinkers ever. Here’s what he’s taught me about art, optimism, and innovation."
